BearID,Capture Date,Popn,Sex,AgeClass,Mating,Denning,den_method,Lat,Long,NoCubs,CubAge,Urea Nitrogen,Creatinine
1920,1989-04-01,SB,F,A,no,yes,visual,70.6833,-147.7667,2,C0,4.00,1.35
6799,1990-03-05,CS,F,A,no,no,visual,63.49,-169.15,2,C1,5.00,1.05
6182,1992-03-28,SB,F,A,no,yes,visual,70.0833,-147.0167,2,C0,6.00,1.00
6524,1992-03-28,SB,F,A,no,yes,visual,70.5167,-147.0167,2,C0,6.00,1.05
1541,1992-04-14,SB,F,A,no,yes,visual,70.2833,-145.4333,2,C0,9.00,1.15
6524,1998-04-16,SB,F,A,no,yes,visual,70.7205,-143.759,2,C0,9.67,1.00
20409,1999-04-03,SB,F,A,no,yes,visual,70.0115,-143.0455,2,C0,5.00,1.45
20456,1999-04-06,SB,F,A,no,yes,visual,70.2833,-147.2,2,C0,6.00,1.20
20459,1999-04-07,SB,F,A,no,yes,visual,70.5668,-149.4548,2,C0,4.00,1.20
20303,2001-03-28,SB,F,A,no,yes,visual,70.5565,-149.583,2,C0,5.00,1.57
21000,2010-04-05,SB,F,A,no,yes,visual,71.2964,-156.8215,2,C0,4.00,1.60
6606,1989-04-09,SB,F,A,no,yes,visual; temp,70.2167,-141.95,2,C0,5.00,1.05
6201,1989-04-15,SB,F,A,no,yes,visual; temp,70.6167,-146.2167,2,C0,11.00,1.10
20419,1998-04-19,SB,F,A,no,yes,visual; temp,69.7667,-140.8333,2,C0,18.50,1.00
20735,2009-05-18,SB,F,A,no,yes,visual; temp,70.188,-142.7603,2,C0,4.00,0.80
20597,2005-04-10,SB,F,A,no,yes,coy,70.5348,-147.917,3,C0,7.50,1.20
20423,2010-04-11,SB,F,A,no,yes,coy,70.4088,-144.0434,3,C0,7.00,1.07
21180,2010-04-18,CS,F,A,no,no,NA,68.9127,-167.1229,3,C1,9.50,0.75
20419,2004-04-25,SB,F,A,unknown,no,older cubs,70.2498,-143.019,3,C2,15.50,1.25
21137,2010-03-16,CS,F,A,no,no,older cubs,67.0562,-165.4325,3,C1,10.00,0.80
20528,2010-04-05,SB,F,A,no,no,older cubs,71.3701,-156.7254,3,C1,34.50,1.35
6146,1992-03-31,SB,F,A,no,yes,visual,70.2833,-145.75,3,C0,9.00,0.90
6381,1985-04-02,SB,F,A,unknown,yes,lactating,71.3167,-147.1667,NA,NA,7.50,0.70
6488,1991-03-30,SB,F,A,unknown,yes,lactating,71.0833,-147.8167,NA,NA,18.50,1.15
20989,2009-03-28,SB,F,A,unknown,yes,lactating,71.4593,-156.1482,NA,NA,2.00,1.25
6250,1983-04-22,SB,M,A,unknown,no,NA,70.8833,-149.1,NA,NA,18.50,1.25
6093,1983-04-23,SB,F,S,unknown,no,NA,70.6333,-145.2833,NA,NA,11.33,0.53
6094,1983-04-23,SB,F,S,unknown,no,NA,70.6333,-145.2833,NA,NA,17.00,0.57
6222,1983-04-24,SB,F,A,unknown,unknown,NA,70.3667,-144.7167,NA,NA,22.67,0.47
1916,1983-04-24,SB,F,A,unknown,unknown,NA,70.3667,-144.7167,NA,NA,56.33,0.60
6095,1983-04-29,SB,M,S,unknown,no,NA,69.9333,-140.8333,NA,NA,18.67,0.67
6157,1983-04-29,SB,F,A,yes,unknown,NA,69.9333,-140.85,NA,NA,7.50,1.05
6096,1983-04-29,SB,M,A,yes,no,NA,69.9333,-140.85,NA,NA,11.00,1.80
6098,1983-04-30,SB,F,A,unknown,unknown,NA,70.0833,-141.1,NA,NA,45.00,0.75
2599,1983-04-30,SB,M,A,unknown,no,NA,69.8667,-141.0333,NA,NA,33.00,1.25
6064,1983-05-02,SB,F,S,unknown,no,NA,70.1333,-141.75,NA,NA,10.00,0.40
6065,1983-05-05,SB,F,S,unknown,no,NA,70.25,-142.1,NA,NA,12.67,0.50
6311,1984-03-22,SB,F,A,yes,unknown,NA,71.6667,-156.3333,NA,NA,5.33,0.87
6312,1984-03-22,SB,M,A,yes,no,NA,71.6667,-156.3333,NA,NA,4.00,1.25
6289,1984-03-24,SB,M,A,yes,no,NA,71.6333,-157.75,NA,NA,10.33,0.67
6317,1984-03-24,SB,F,A,yes,unknown,NA,71.6333,-157.75,NA,NA,11.00,0.90
6319,1984-03-24,SB,M,A,unknown,no,NA,71.4833,-157.0333,NA,NA,6.50,1.30
6328,1984-03-27,SB,M,S,unknown,no,NA,71.8667,-155.0833,NA,NA,9.50,1.00
6343,1984-04-09,SB,M,S,unknown,no,NA,70.9333,-146.8333,NA,NA,26.00,0.47
1544,1984-04-09,SB,F,A,yes,unknown,NA,70.6167,-147.0667,NA,NA,21.00,1.10
6345,1984-04-09,SB,M,A,yes,no,NA,70.6167,-147.0667,NA,NA,4.50,1.40
9418,1984-04-12,SB,F,A,yes,unknown,NA,70.2333,-134.7667,NA,NA,14.00,1.15
6157,1984-05-05,SB,F,A,unknown,unknown,NA,71.2667,-146.1,NA,NA,15.33,0.47
1620,1984-05-06,SB,F,A,unknown,unknown,NA,70.6167,-147.4167,NA,NA,23.00,0.75
6358,1984-05-06,SB,M,S,unknown,no,NA,70.9333,-148.6333,NA,NA,16.00,0.90
1576,1984-05-06,SB,M,A,yes,no,NA,70.7167,-148.1333,NA,NA,8.00,1.00
6230,1984-05-07,SB,M,A,yes,no,NA,70.4667,-146.3667,NA,NA,4.00,1.00
6366,1984-05-08,SB,F,S,unknown,no,NA,70.4667,-145.0167,NA,NA,18.50,0.70
6367,1984-05-08,SB,F,S,yes,no,NA,70.55,-144,NA,NA,12.00,1.00
6450,1985-03-14,SB,M,S,unknown,no,NA,70.6,-141.6667,NA,NA,6.00,0.85
6451,1985-03-15,SB,M,A,unknown,no,NA,69.85,-138.8833,NA,NA,38.50,1.30
6456,1985-03-18,SB,F,A,yes,unknown,NA,70.6,-140.5,NA,NA,31.00,1.00
6374,1985-03-21,SB,M,S,unknown,no,NA,70.75,-146.7,NA,NA,7.50,1.20
6376,1985-03-27,SB,F,A,unknown,unknown,NA,70.4,-140.33,NA,NA,17.33,1.00
6377,1985-03-28,SB,F,S,unknown,no,NA,70.3667,-140.2833,NA,NA,7.00,0.90
6213,1985-03-28,SB,M,S,unknown,no,NA,70.4167,-141.0333,NA,NA,8.00,1.50
6385,1985-04-03,SB,F,S,unknown,no,NA,70.2,-143.15,NA,NA,3.00,0.45
6384,1985-04-03,SB,F,A,unknown,unknown,NA,70.3167,-143.25,NA,NA,32.33,0.90
6386,1985-04-06,SB,F,S,unknown,no,NA,70.1,-141.8167,NA,NA,7.50,0.75
6389,1985-04-08,SB,F,S,unknown,no,NA,71.2333,-147.2333,NA,NA,17.00,1.35
6390,1985-04-09,SB,F,S,unknown,no,NA,71.0667,-147.8667,NA,NA,6.50,0.75
6393,1985-04-23,SB,M,S,unknown,no,NA,70.2667,-142.75,NA,NA,16.00,1.15
6392,1985-04-23,SB,F,S,unknown,no,NA,70.3,-143.3333,NA,NA,10.00,1.25
6401,1985-04-30,SB,M,A,unknown,no,NA,70.6667,-147.1833,NA,NA,26.00,1.40
6407,1985-05-02,SB,F,A,unknown,unknown,NA,71.05,-149.2,NA,NA,11.00,0.85
6408,1985-05-05,SB,F,S,unknown,no,NA,71.0167,-148.95,NA,NA,41.33,0.67
6409,1985-05-06,SB,F,A,unknown,unknown,NA,70.7333,-147.1833,NA,NA,20.00,0.85
9974,1987-04-03,SB,M,A,yes,no,NA,70.6,-140.05,NA,NA,1.00,1.15
6153,1987-04-04,SB,F,A,unknown,unknown,NA,70.2667,-136.6833,NA,NA,28.50,0.85
6529,1987-04-12,SB,F,A,yes,unknown,NA,70.15,-142.5,NA,NA,6.33,0.73
6437,1987-04-19,SB,M,S,yes,no,NA,71.0667,-146.1667,NA,NA,17.50,1.55
6544,1987-04-23,CS,M,A,unknown,no,NA,70.75,-164.6167,NA,NA,10.00,2.00
6358,1987-04-24,SB,M,A,yes,no,NA,71.05,-157.55,NA,NA,11.00,1.20
6740,1988-03-14,CS,F,S,unknown,no,NA,63.3167,-168.7,NA,NA,22.00,0.75
6741,1988-03-14,CS,F,A,yes,unknown,NA,63.6833,-168.5167,NA,NA,18.50,1.00
6743,1988-03-15,CS,F,A,yes,unknown,NA,63.8667,-170.5,NA,NA,5.00,0.95
6750,1988-03-19,CS,F,A,unknown,unknown,NA,66.7167,-165.7167,NA,NA,21.00,0.75
6749,1988-03-19,CS,F,A,unknown,unknown,NA,66.5833,-165.5167,NA,NA,19.50,1.00
6149,1988-03-24,SB,F,A,unknown,unknown,NA,71.2667,-148.3833,NA,NA,17.00,0.80
6759,1988-03-31,CS,F,A,unknown,unknown,NA,68.7333,-168.2,NA,NA,6.00,1.10
6764,1988-04-02,CS,F,A,unknown,unknown,NA,69.15,-166.1,NA,NA,6.00,0.90
6765,1988-04-02,CS,F,S,unknown,no,NA,69.7833,-166.7833,NA,NA,4.00,1.15
6603,1988-04-18,SB,F,A,unknown,unknown,NA,70.3667,-143.25,NA,NA,34.33,0.47
6602,1988-04-18,SB,M,A,unknown,no,NA,70.4,-143.25,NA,NA,39.50,0.85
6418,1988-04-20,SB,M,S,unknown,no,NA,70.95,-148.2833,NA,NA,13.00,0.65
6606,1988-04-20,SB,F,A,unknown,unknown,NA,70.8333,-147.6333,NA,NA,8.00,1.05
6607,1988-04-26,SB,M,S,unknown,no,NA,71.2,-147.667,NA,NA,6.50,1.10
6611,1988-05-01,SB,F,A,yes,unknown,NA,71.2,-153.8167,NA,NA,25.00,0.40
6614,1988-05-04,SB,F,A,unknown,unknown,NA,70.6333,-147.1833,NA,NA,14.00,0.60
6615,1988-05-04,SB,M,S,unknown,no,NA,70.7333,-146.3167,NA,NA,11.00,1.05
6248,1988-05-06,SB,F,A,yes,unknown,NA,71.2167,-149.7667,NA,NA,9.00,0.67
6429,1989-04-01,CS,F,A,yes,unknown,NA,69.8333,-163.3333,NA,NA,23.00,0.95
6775,1989-04-01,CS,F,S,unknown,no,NA,70.5,-161.7833,NA,NA,25.00,0.95
6776,1989-04-02,SB,M,A,unknown,no,NA,71.6,-156.8667,NA,NA,4.50,1.05
6427,1989-04-02,SB,M,A,unknown,no,NA,71.3333,-157.3,NA,NA,2.00,1.50
6778,1989-04-05,CS,M,A,yes,no,NA,70.9,-163.0333,NA,NA,5.00,1.85
6783,1989-04-10,SB,M,A,yes,no,NA,71.8,-157,NA,NA,11.00,1.35
6285,1989-04-11,CS,F,A,yes,unknown,NA,71,-160.1833,NA,NA,5.33,0.73
6790,1989-04-14,SB,M,A,yes,no,NA,71.1667,-158.2833,NA,NA,8.00,1.45
6788,1989-04-14,SB,M,A,yes,no,NA,71.3,-157.8167,NA,NA,8.00,1.70
6795,1990-03-02,CS,M,A,unknown,no,NA,63.5,-171.06,NA,NA,4.00,1.50
6798,1990-03-04,CS,M,A,unknown,no,NA,64.15,-170.52,NA,NA,19.50,1.15
6805,1990-03-08,CS,M,S,unknown,no,NA,64.01,-170.07,NA,NA,6.00,1.20
6804,1990-03-08,CS,F,S,unknown,no,NA,63.48,-170.04,NA,NA,6.50,1.40
6791,1990-03-10,CS,F,A,unknown,unknown,NA,64.02,-166.47,NA,NA,4.50,0.85
6886,1991-03-07,CS,F,A,unknown,unknown,NA,63.53,-169.51,NA,NA,25.00,1.10
6285,1991-03-19,CS,F,A,unknown,unknown,NA,69.4833,-165.4833,NA,NA,9.33,0.67
6791,1991-03-20,CS,F,A,unknown,unknown,NA,66.36,-168.38,NA,NA,11.50,1.45
6365,1991-03-28,SB,F,A,unknown,unknown,NA,70.8667,-145.6167,NA,NA,6.50,0.70
6487,1991-03-29,SB,F,S,unknown,no,NA,70.3667,-143.3167,NA,NA,7.00,1.00
6654,1991-03-31,SB,M,S,unknown,no,NA,70.2,-142.6667,NA,NA,6.00,1.15
6677,1991-04-04,SB,F,S,unknown,no,NA,70.8,-148.4333,NA,NA,27.50,0.95
6837,1991-04-06,SB,F,A,yes,unknown,NA,70.8167,-148.9667,NA,NA,9.00,1.00
20313,1991-04-06,SB,M,A,yes,no,NA,70.8167,-148.9667,NA,NA,8.00,1.65
6280,1991-04-07,SB,F,A,unknown,unknown,NA,70.05,-140.2833,NA,NA,13.00,1.00
1541,1991-04-08,SB,F,A,yes,unknown,NA,70.6667,-139.8333,NA,NA,7.00,1.45
6259,1991-04-08,SB,M,A,yes,no,NA,70.6667,-139.8333,NA,NA,9.50,1.65
6843,1991-04-10,SB,M,S,unknown,no,NA,70.7667,-149.2,NA,NA,10.00,0.90
6606,1991-04-11,SB,F,A,unknown,unknown,NA,70.1167,-145.0333,NA,NA,35.50,1.20
6925,1992-03-20,CS,F,A,unknown,unknown,NA,70.5333,-162.3167,NA,NA,30.00,0.80
6926,1992-03-20,CS,M,S,unknown,no,NA,70.5333,-162.3167,NA,NA,22.50,0.90
6927,1992-03-21,CS,F,A,yes,unknown,NA,70.7,-160.2833,NA,NA,2.60,1.08
6928,1992-03-21,CS,F,A,yes,unknown,NA,70.75,-160.3833,NA,NA,3.50,1.10
6934,1992-03-22,CS,F,A,yes,unknown,NA,70.8167,-161.25,NA,NA,8.50,1.30
20328,1992-03-28,SB,M,A,unknown,no,NA,70.65,-148.0333,NA,NA,10.00,1.45
20333,1992-04-01,SB,F,A,yes,unknown,NA,70.5333,-146.5,NA,NA,9.00,1.10
20346,1992-04-04,SB,M,A,yes,no,NA,70.5167,-147.9667,NA,NA,26.50,1.45
6345,1992-04-07,SB,M,A,unknown,no,NA,70.95,-145.9,NA,NA,38.00,1.05
6343,1992-04-09,SB,M,A,unknown,no,NA,71.05,-152.2,NA,NA,7.00,1.60
20355,1992-04-10,SB,M,A,unknown,no,NA,71.1,-152.8333,NA,NA,9.50,1.15
1311,1992-04-13,SB,M,A,unknown,no,NA,70.9333,-149.0833,NA,NA,5.00,1.35
6280,1992-04-14,SB,F,A,yes,unknown,NA,70.2667,-143.3833,NA,NA,7.00,0.70
6521,1992-04-20,SB,F,A,yes,unknown,NA,71.0833,-150.7833,NA,NA,7.50,1.10
20364,1992-04-20,SB,M,A,yes,no,NA,71.0833,-150.7833,NA,NA,6.00,2.00
6984,1993-03-08,CS,M,A,yes,no,NA,71.16,-167.46,NA,NA,2.00,1.60
5809,1998-04-16,SB,F,A,unknown,unknown,NA,70.7742,-140.9513,NA,NA,38.00,1.05
20441,1998-04-20,SB,F,A,unknown,unknown,NA,70.1667,-142.4,NA,NA,5.00,1.00
6384,1998-04-21,SB,F,A,unknown,unknown,NA,71.3,-147.2833,NA,NA,10.50,0.80
20444,1998-04-23,SB,F,A,unknown,unknown,NA,71.3167,-147.8667,NA,NA,21.00,0.40
9970,1998-04-23,SB,M,A,yes,no,NA,70.8713,-148.2762,NA,NA,9.50,1.50
6222,1998-04-25,SB,F,A,yes,unknown,NA,70.5693,-146.0292,NA,NA,18.50,0.65
20445,1998-04-25,SB,F,A,yes,unknown,NA,71.238,-145.8952,NA,NA,31.50,0.90
20454,1999-04-04,SB,M,A,unknown,no,NA,70.4833,-147.9833,NA,NA,12.00,0.80
20452,1999-04-04,SB,F,A,yes,unknown,NA,70.4833,-147.9833,NA,NA,26.33,1.03
20453,1999-04-04,SB,M,A,yes,no,NA,70.4833,-147.9833,NA,NA,9.00,1.20
20462,1999-04-07,SB,F,A,yes,unknown,NA,70.55,-148.4833,NA,NA,5.50,1.20
20463,1999-04-13,SB,M,A,unknown,no,NA,70.5881,-148.7452,NA,NA,27.50,0.80
20465,1999-04-14,SB,F,A,unknown,unknown,NA,70.5916,-147.3128,NA,NA,11.50,0.85
20466,1999-04-18,SB,M,S,unknown,no,NA,70.532,-147.8927,NA,NA,19.00,0.60
20415,1999-04-18,SB,F,S,unknown,no,NA,70.2924,-143.6188,NA,NA,38.00,0.60
20467,1999-04-18,SB,M,A,unknown,no,NA,70.532,-146.5071,NA,NA,7.00,1.00
6488,1999-04-21,SB,F,A,unknown,unknown,NA,71.0641,-149.8808,NA,NA,9.00,0.65
20473,1999-04-21,SB,M,A,yes,no,NA,71.0766,-149.7817,NA,NA,24.50,1.25
20468,1999-04-22,SB,M,A,unknown,no,NA,70.5033,-146.2569,NA,NA,47.00,1.10
20475,1999-04-24,SB,M,A,unknown,no,NA,70.6442,-147.7489,NA,NA,13.50,0.90
20478,1999-04-25,SB,M,S,unknown,no,NA,70.0813,-142.5919,NA,NA,6.50,0.60
20354,1999-04-25,SB,F,A,unknown,unknown,NA,70.5855,-147.0881,NA,NA,36.00,0.85
20373,1999-04-26,SB,F,A,unknown,unknown,NA,70.612,-148.174,NA,NA,35.50,0.85
6843,1999-04-29,SB,M,A,unknown,no,NA,70.6813,-149.0763,NA,NA,16.50,1.35
6255,1999-05-04,SB,F,A,unknown,unknown,NA,70.6436,-147.5175,NA,NA,48.50,0.55
20485,1999-05-05,SB,F,A,unknown,unknown,NA,70.4934,-147.9804,NA,NA,30.50,0.65
20487,1999-05-06,SB,M,A,unknown,no,NA,70.4039,-147.5461,NA,NA,11.50,0.70
20486,1999-05-06,SB,M,A,unknown,no,NA,70.5575,-146.3376,NA,NA,21.50,0.80
20510,2000-04-01,SB,F,S,unknown,no,NA,70.4925,-147.9835,NA,NA,14.00,0.85
20523,2000-04-14,SB,F,A,yes,unknown,NA,70.5748,-147.9945,NA,NA,28.00,0.85
20424,2000-04-24,SB,M,S,unknown,no,NA,70.461,-147.586,NA,NA,29.00,1.00
20091,2000-04-26,SB,M,A,unknown,no,NA,70.6671,-147.2929,NA,NA,7.50,1.00
20527,2000-04-26,SB,F,A,unknown,unknown,NA,70.5161,-147.4374,NA,NA,9.50,1.05
20537,2001-03-29,SB,F,A,yes,unknown,NA,70.3397,-143.2863,NA,NA,5.00,1.05
20538,2001-03-29,SB,M,A,yes,no,NA,70.3397,-143.2863,NA,NA,5.00,1.50
20419,2001-03-30,SB,F,A,unknown,unknown,NA,70.2887,-145.7698,NA,NA,25.00,0.90
20539,2001-04-04,SB,M,A,unknown,no,NA,70.2218,-143.7571,NA,NA,8.50,1.25
9849,2001-04-05,SB,M,A,yes,no,NA,70.2838,-145.5308,NA,NA,3.00,1.50
20510,2001-04-06,SB,F,A,unknown,unknown,NA,70.623,-146.5351,NA,NA,8.50,1.40
20374,2001-04-06,SB,M,A,yes,no,NA,70.6438,-146.2628,NA,NA,6.00,1.75
20541,2001-04-07,SB,M,S,unknown,no,NA,70.5535,-145.736,NA,NA,5.50,0.95
20091,2001-04-07,SB,M,A,yes,no,NA,70.0196,-143.905,NA,NA,5.50,1.00
20121,2001-04-07,SB,M,A,yes,no,NA,70.6943,-147.1727,NA,NA,5.00,1.45
20126,2001-04-08,SB,M,A,unknown,no,NA,70.9087,-147.5276,NA,NA,5.00,1.10
20413,2001-04-09,SB,F,S,unknown,no,NA,70.3015,-145.4205,NA,NA,36.50,1.00
20550,2001-04-09,SB,M,S,unknown,no,NA,70.4296,-144.456,NA,NA,25.50,1.15
20551,2001-04-11,SB,F,A,yes,unknown,NA,70.6711,-141.5805,NA,NA,6.00,1.30
20552,2001-04-11,SB,M,A,yes,no,NA,70.6711,-141.5805,NA,NA,4.00,2.05
20497,2001-04-12,SB,M,A,unknown,no,NA,70.2937,-143.0333,NA,NA,5.50,0.95
20556,2001-04-14,SB,M,A,yes,no,NA,70.7173,-147.8714,NA,NA,2.00,1.40
20555,2001-04-14,SB,M,A,yes,no,NA,70.649,-146.354,NA,NA,3.50,1.65
20557,2001-04-16,SB,F,S,unknown,no,NA,70.8213,-148.7672,NA,NA,6.50,0.80
6493,2001-04-17,SB,M,A,unknown,no,NA,70.5872,-144.8402,NA,NA,22.50,1.55
20379,2001-04-20,SB,M,A,unknown,no,NA,70.5325,-145.6864,NA,NA,10.50,1.25
20558,2001-04-22,SB,M,A,unknown,no,NA,70.7371,-145.5371,NA,NA,8.00,1.60
20560,2001-04-26,SB,F,S,unknown,no,NA,70.3944,-143.2732,NA,NA,5.00,0.90
20561,2001-04-27,SB,M,A,unknown,no,NA,70.4788,-147.9843,NA,NA,51.50,1.30
20144,2002-03-19,SB,M,S,unknown,no,NA,70.7107,-147.9265,NA,NA,35.00,1.15
20169,2002-04-07,SB,M,A,unknown,no,NA,71.0372,-148.0084,NA,NA,3.50,0.95
20414,2002-04-10,SB,F,A,yes,unknown,NA,71.0458,-149.9717,NA,NA,5.50,0.75
20173,2002-04-10,SB,M,A,yes,no,NA,71.0458,-149.9717,NA,NA,11.00,1.85
6842,2002-04-11,SB,F,A,yes,unknown,NA,70.7461,-147.9889,NA,NA,8.50,1.35
20174,2002-04-11,SB,M,A,yes,no,NA,70.7461,-147.9889,NA,NA,5.00,1.50
20178,2002-04-12,SB,M,S,unknown,no,NA,70.7754,-148.0566,NA,NA,27.00,1.20
20181,2002-04-12,SB,M,A,unknown,no,NA,70.9974,-149.5043,NA,NA,5.50,1.30
20475,2002-04-12,SB,M,A,unknown,no,NA,70.6673,-147.6738,NA,NA,7.00,1.60
20479,2002-04-13,SB,F,S,unknown,no,NA,70.2357,-145.3964,NA,NA,5.50,0.60
9849,2002-04-14,SB,M,A,yes,no,NA,70.9095,-151.2585,NA,NA,6.50,1.30
20184,2002-04-14,SB,M,A,yes,no,NA,71.2404,-152.4321,NA,NA,4.50,1.50
20187,2002-04-15,SB,F,S,unknown,no,NA,71.0763,-150.929,NA,NA,4.00,1.00
20189,2002-04-15,SB,M,A,yes,no,NA,71.4223,-151.5702,NA,NA,22.50,1.40
20186,2002-04-15,SB,M,A,yes,no,NA,71.0578,-150.8991,NA,NA,16.00,1.50
20199,2002-04-19,SB,M,A,unknown,no,NA,71.1551,-152.9393,NA,NA,17.00,1.70
20203,2002-04-20,SB,F,S,unknown,no,NA,71.2557,-154.3484,NA,NA,37.00,0.85
20205,2002-04-20,SB,M,A,yes,no,NA,71.1962,-153.6522,NA,NA,4.00,1.20
20207,2002-04-21,SB,M,A,unknown,no,NA,71.3703,-153.3042,NA,NA,21.50,1.05
20213,2002-04-22,SB,F,S,unknown,no,NA,71.3267,-153.0353,NA,NA,1.00,0.90
20214,2002-04-22,SB,F,A,yes,unknown,NA,71.2433,-152.8917,NA,NA,7.50,1.00
20215,2002-04-22,SB,M,S,yes,no,NA,71.2433,-152.8917,NA,NA,7.50,1.55
20216,2002-04-23,SB,M,A,unknown,no,NA,71.512,-152.3792,NA,NA,13.00,1.45
20298,2003-03-20,SB,M,A,unknown,no,NA,71.575,-155.3247,NA,NA,9.50,1.65
20291,2003-03-21,SB,M,A,unknown,no,NA,71.6396,-156.1898,NA,NA,2.00,1.75
20293,2003-03-24,SB,M,A,unknown,no,NA,71.4436,-157.6214,NA,NA,4.50,1.15
20221,2003-03-25,SB,F,S,unknown,no,NA,71.4536,-156.4237,NA,NA,6.00,1.05
20294,2003-03-25,SB,M,A,unknown,no,NA,71.5011,-156.6469,NA,NA,16.00,1.35
20296,2003-03-26,SB,M,A,unknown,no,NA,71.5179,-156.0891,NA,NA,4.00,0.65
20222,2003-03-26,SB,F,A,yes,unknown,NA,71.564,-155.6572,NA,NA,7.50,1.05
20223,2003-03-27,SB,F,A,yes,unknown,NA,71.5165,-155.9643,NA,NA,11.00,0.80
20603,2003-03-28,SB,M,A,unknown,no,NA,71.6234,-154.2117,NA,NA,1.00,1.50
20606,2003-03-29,SB,M,A,unknown,no,NA,71.6165,-155.0578,NA,NA,3.00,1.00
20604,2003-03-29,SB,M,A,unknown,no,NA,71.4188,-156.5409,NA,NA,24.00,1.05
20611,2003-04-06,SB,M,S,unknown,no,NA,70.8008,-147.8015,NA,NA,12.00,0.85
20481,2003-04-07,SB,M,A,yes,no,NA,71.0242,-148.7746,NA,NA,1.00,1.40
20437,2003-04-09,SB,M,A,unknown,no,NA,71.0709,-149.3652,NA,NA,9.00,1.45
20231,2003-04-15,SB,F,A,yes,unknown,NA,70.6566,-146.802,NA,NA,13.00,1.00
20624,2003-04-15,SB,M,A,unknown,no,NA,70.6668,-146.8745,NA,NA,24.00,1.05
20628,2003-04-16,SB,M,A,unknown,no,NA,70.6354,-146.2584,NA,NA,3.00,1.40
20627,2003-04-16,SB,M,A,unknown,no,NA,70.5658,-145.2485,NA,NA,26.00,1.60
20631,2003-04-18,SB,M,S,yes,no,NA,70.9005,-145.9604,NA,NA,4.50,1.35
20637,2003-04-20,SB,M,A,yes,no,NA,70.7727,-141.8666,NA,NA,3.00,1.30
20635,2003-04-20,SB,F,A,yes,unknown,NA,70.7727,-141.8666,NA,NA,6.00,1.30
20636,2003-04-20,SB,M,A,yes,no,NA,70.7727,-141.8666,NA,NA,3.50,1.45
20642,2003-04-21,SB,M,A,unknown,no,NA,71.0277,-147.1788,NA,NA,25.00,0.80
20232,2003-04-21,SB,F,A,yes,unknown,NA,70.7299,-147.9767,NA,NA,3.00,0.90
20178,2003-04-21,SB,M,S,unknown,no,NA,71.1151,-147.0677,NA,NA,6.00,0.95
20640,2003-04-21,SB,M,A,unknown,no,NA,70.9381,-147.0491,NA,NA,18.00,1.05
20639,2003-04-21,SB,M,A,unknown,no,NA,70.9093,-147.1556,NA,NA,6.00,1.35
20638,2003-04-21,SB,M,A,yes,no,NA,70.7299,-147.9767,NA,NA,3.00,1.60
20480,2003-04-25,SB,F,S,unknown,no,NA,70.8803,-150.3784,NA,NA,15.00,0.80
20525,2003-04-28,SB,F,S,unknown,no,NA,70.4108,-142.572,NA,NA,10.50,0.80
20553,2003-04-28,SB,M,S,unknown,no,NA,70.475,-144.0779,NA,NA,6.00,1.15
20649,2003-05-01,SB,M,A,unknown,no,NA,70.1047,-142.5673,NA,NA,11.50,1.30
20655,2004-03-26,SB,F,S,unknown,no,NA,71.5817,-155.4148,NA,NA,9.50,0.70
20656,2004-03-26,SB,F,A,unknown,unknown,NA,71.4714,-155.4647,NA,NA,4.00,0.80
20213,2004-03-26,SB,F,A,unknown,unknown,NA,71.4519,-155.8404,NA,NA,13.50,1.25
20189,2004-03-26,SB,M,A,unknown,no,NA,71.3854,-156.0057,NA,NA,12.50,1.30
20662,2004-03-28,SB,M,S,unknown,no,NA,71.4739,-155.8843,NA,NA,7.00,1.10
20666,2004-03-31,SB,F,S,unknown,no,NA,71.406,-156.6831,NA,NA,44.50,0.90
20125,2004-03-31,SB,M,S,unknown,no,NA,71.5167,-156.2256,NA,NA,27.00,1.40
20668,2004-03-31,SB,M,S,yes,no,NA,71.5766,-156.3551,NA,NA,3.00,1.75
20294,2004-04-02,SB,M,A,unknown,no,NA,71.4614,-156.3657,NA,NA,18.50,1.35
20144,2004-04-02,SB,M,A,unknown,no,NA,70.5241,-146.489,NA,NA,24.50,1.60
20674,2004-04-02,SB,M,A,unknown,no,NA,71.5133,-155.0144,NA,NA,10.00,1.65
20681,2004-04-04,SB,F,S,unknown,no,NA,71.3467,-155.6719,NA,NA,6.00,1.25
20682,2004-04-04,SB,F,S,unknown,no,NA,71.0683,-153.87,NA,NA,19.50,1.60
20685,2004-04-05,SB,F,S,unknown,no,NA,71.1739,-153.1021,NA,NA,7.00,1.15
20686,2004-04-05,SB,M,A,yes,no,NA,71.1739,-153.1021,NA,NA,6.00,1.95
20695,2004-04-07,SB,M,A,unknown,no,NA,71.1497,-152.7532,NA,NA,1.00,1.25
20699,2004-04-09,SB,F,S,unknown,no,NA,70.4898,-147.9882,NA,NA,75.00,1.30
20710,2004-04-13,SB,M,S,unknown,no,NA,70.6717,-147.7431,NA,NA,5.50,0.80
20714,2004-04-16,SB,F,S,unknown,no,NA,70.7844,-148.7412,NA,NA,5.00,1.35
20475,2004-04-18,SB,M,A,unknown,no,NA,70.6045,-146.788,NA,NA,2.50,1.30
20725,2004-04-19,SB,M,A,unknown,no,NA,70.9546,-147.0779,NA,NA,5.00,1.45
20424,2004-04-21,SB,M,A,unknown,no,NA,70.5238,-145.6248,NA,NA,37.00,1.60
